gene_name number_of_transposon_per_gene number_of_read_per_gene
CDC25 15 369
YLR311C 10 236
YLR312C 9 183
MRPL15 1 0
SPH1 18 508
CDC3 3 4
NKP2 7 168
TAD3 4 15
YLR317W 1 0
EST2 23 816
BUD6 10 281
MMS22 16 153
SFH1 12 130
VPS65 5 42
CWC24 3 35
PEX30 7 73
RPL38 3 11
YLR326W 16 557
TMA10 8 168
NMA1 15 337
REC102 10 212
CHS5 23 781
JIP3 2 8
MID2 7 213
RPS25B 7 126
YLR334C 9 155
NUP2 12 212
SGD1 11 38
VRP1 27 844
OPI9 2 4
YLR339C 0 0
RPP0 0 0
SPO77 19 644
FKS1 16 92
YLR342W-A 12 104
GAS2 24 805
RPL26A 11 181
YLR345W 24 1352
YLR346C 8 151
KAP95 1 0
YLR347W-A 0 0
DIC1 25 1206
YLR349W 11 246
ORM2 9 78
NIT3 17 546
YLR352W 26 1339
BUD8 19 658
TAL1 6 14
ILV5 8 135
ATG33 12 171
RSC2 12 317
YLR358C 7 363
ADE13 0 0
VPS38 7 135
DCR2 26 875
YLR361C-A 3 8
STE11 20 1117
NMD4 1 0
YLR363W-A 0 0
GRX8 1 0
YLR365W 4 220
YLR364C-A 2 48
YLR366W 19 890
RPS22B 7 248
MDM30 30 597
SSQ1 3 126
ARC18 2 1
ROM2 25 731
ELO3 6 29
VID22 32 1687
YLR374C 20 660
STP3 19 400
PSY3 9 227
FBP1 19 501
SEC61 1 0
YLR379W 3 8
CSR1 34 1286
CTF3 16 289
NAM2 10 43
SMC6 10 146
IKI3 31 1173
SWC7 4 22
VAC14 18 308
REH1 15 346
RPS29A 7 78
STE23 26 671
ECM19 12 223
CCW14 9 100
ART10 21 1169
ATP10 5 31
CST9 12 244
COX8 3 69
VPS33 8 7
AFG2 1 0
SKI2 21 835
BDF1 6 6
YLR399W-A 0 0
YLR400W 19 1243
DUS3 32 1794
YLR402W 3 141
SFP1 11 38
FLD1 10 454
DUS4 18 548
RPL31B 15 588
YLR406C-A 5 53
YLR407W 18 316
BLS1 5 61
UTP21 6 10
VIP1 36 889
CTR3 15 566
BER1 6 27
YLR412C-A 6 31
INA1 39 785
PUN1 18 487
YLR415C 28 1178
YLR416C 18 599
VPS36 7 10
CDC73 9 131
YLR419W 27 725
URA4 19 857
RPN13 3 27
YLR422W 39 1324
ATG17 12 175
SPP382 8 25
TUS1 19 275
TDA5 0 0
MAG2 26 905
YLR428C 20 928
CRN1 36 1211
SEN1 13 137
ATG23 4 8
IMD3 16 338
CNA1 24 833
YLR434C 24 1407
TSR2 4 82
ECM30 20 310
DIF1 21 179
YLR437C-A 19 439
CAR2 59 2734
LSM3 2 5
MRPL4 9 90
SEC39 6 48
RPS1A 5 12
SIR3 23 908
ECM7 16 586
YLR444C 2 2
GMC2 6 95
YLR446W 2 1
VMA6 0 0
RPL6B 3 32
FPR4 9 612
HMG2 34 2184
LEU3 20 349
SST2 12 218
RIF2 12 249
FMP27 62 1904
PDP3 2 1
YLR456W 6 86
NBP1 11 207
YLR458W 2 2
GAB1 0 0
YLR460C 2 1
PAU4 1 0
YLR462W 2 1
YLR463C 5 4
YLR464W 3 2
BSC3 0 0
YRF1-4 15 17
YLR466C-A 1 0
YLR466C-B 5 5
YRF1-5 27 50
YLR467C-A 0 0
YML133C 20 39
YML133W-B 1 0
YML133W-A 2 1
COS3 4 3
YML131W 23 1196
ERO1 11 99
COX14 4 3
MSC1 30 840
RSC9 11 77
ERG13 10 298
PGA3 2 1
TUB3 37 1065
PHO84 37 2078
YML122C 34 1359
GTR1 14 184
NDI1 23 595
YML119W 11 90
NGL3 42 2306
NAB6 44 1742
YML116W-A 13 547
ATR1 46 3189
VAN1 7 15
TAF8 13 516
DAT1 14 536
CTK3 0 0
BUL2 22 412
COQ5 10 321
ZDS2 42 1747
YML108W 1 0
PML39 14 183
URA5 12 184
SEC65 0 0
MDM1 26 408
NUP188 31 1025
CAC2 21 354
YML101C-A 3 6
CUE4 55 2402
YML100W-A 26 731
TSL1 70 4003
YML099W-A 23 1076
ARG81 39 2093
TAF13 0 0
VPS9 12 489
YML096W 15 444
RAD10 6 89
YML094C-A 23 1184
GIM5 23 1405
UTP14 12 130
PRE8 1 0
RPM2 16 138
YML090W 10 174
YML089C 35 1213
UFO1 28 871
AIM33 27 1730
ALO1 25 938
TUB1 0 0
YML084W 29 385
YML083C 27 1130
YML082W 44 2325
ATP18 3 101
TDA9 40 1196
DUS1 18 367
YML079W 18 814
CPR3 16 1000
BET5 3 2
WAR1 45 1397
HMG1 58 2664
FPR3 14 174
RPL6A 11 89
TCB3 80 2610
COG8 16 229
DAK1 37 1521
POB3 1 0
ITT1 17 941
ERV41 25 1267
SMA2 13 396
ORC1 6 69
TEM1 3 2
RPS1B 7 78
MFT1 15 714
PIF1 48 1415
OGG1 27 698
NTE1 65 2098
HUG1 4 19
SML1 17 525
YML057C-A 22 1111
CMP2 43 2765
IMD4 33 893
SPC2 16 140
CYB2 50 2768
YML054C-A 26 1131
YML053C 17 602
SUR7 31 906
GAL80 27 1380
AIM32 21 545
RSE1 41 1453
GSF2 22 1560
YML047W-A 3 48
PRM6 16 585
PRP39 8 385
RRN11 5 114
CAT2 35 2272
VPS71 29 2078
YMD8 15 352
YML037C 13 295
CGI121 23 395
AMD1 72 3081
YML034C-A 16 600
SRC1 43 1663
RAD52 7 50
YML031C-A 2 2
NDC1 6 6
RCF1 7 111
USA1 111 9404
TSA1 1 0
YOX1 73 3945
RPS18B 25 772
YML6 11 212
RPS17A 13 49
NSE5 9 71
APT1 18 662
UNG1 45 3255
YML020W 51 1137
OST6 27 757
YML018C 61 3353
PSP2 24 262
PPZ1 25 505
TAF11 2 1
TRM9 49 1854
UBX2 82 5557
YML012C-A 39 2108
ERV25 14 452
RAD33 15 216
SPT5 32 941
YML009W-B 27 922
YML009C-A 14 529
MRPL39 27 1007
ERG6 6 39
YML007C-A 14 337
YAP1 66 1883
GIS4 59 1291
TRM12 88 4406
GLO1 58 3390
YML003W 43 2476
YML002W 97 5064
YPT7 5 44
CDC5 1 0
YMR001C-A 25 641
MIX17 43 1362
AIM34 19 1134
MVP1 56 1533
TAF4 8 72
PLB2 105 3384
YMR007W 70 4261
PLB1 50 1802
ADI1 32 1695
YMR010W 19 393
HXT2 54 2563
CLU1 89 3554
SEC59 10 333
YMR013C-A 0 0
YMR013W-A 4 35
BUD22 26 835
ERG5 40 962
SOK2 58 978
SPO20 29 866
YMR018W 58 3404
STB4 69 2839
FMS1 30 697
MAC1 17 462
UBC7 22 1187
MSS1 37 2032
MRPL3 12 167
CSI1 23 711
PEX12 25 759
YMR027W 21 555
TAP42 1 0
FAR8 25 668
RSF1 26 1507
EIS1 36 1367
YMR031W-A 32 990
HOF1 34 1778
YMR030W-A 16 417
ARP9 2 1
YMR034C 32 1364
IMP2 9 143
MIH1 29 1083
MSN2 51 2369
CCS1 2 2
SUB1 13 293
YET2 15 400
ARA2 21 706
ARG80 64 6143
MCM1 8 84
IOC4 37 1380
YMR046W-A 0 0
NUP116 28 399
CSM3 12 36
ERB1 2 1
FAR3 9 138
YMR052C-A 7 30
STB2 36 1417
STV1 16 165
BUB2 17 1045
AAC1 34 957
YMR057C 45 2723
FET3 18 494
SEN15 2 2
SAM37 8 167
RNA14 2 1
ARG7 0 0
RIM9 23 1209
AEP1 12 111
KAR5 26 1035
SOV1 20 171
UBX4 33 1306
AVO2 25 482
NAT4 72 4227
MOT3 10 30
TVP18 9 108
ABF2 6 89
IRC21 13 238
YMR074C 10 149
RCO1 52 2106
YMR075C-A 14 502
PDS5 8 95
VPS20 1 0
CTF18 20 863
SEC14 0 0
NAM7 15 143
ISF1 23 604
YMR082C 29 1073
ADH3 29 1208
YMR084W 5 53
YMR085W 21 207
SEG1 48 1703
YMR086C-A 19 798
YMR087W 10 138
VBA1 26 1116
YTA12 14 229
YMR090W 10 317
NPL6 14 84
AIP1 26 909
UTP15 2 1
CTF13 1 0
SNO1 19 424
SNZ1 20 496
MTG1 9 77
ATP25 13 350
YMR099C 18 1197
MUB1 35 1647
SRT1 33 1213
YMR102C 30 854
YMR103C 29 755
YPK2 26 565
PGM2 32 833
YMR105W-A 8 331
YKU80 62 2294
SPG4 12 693
ILV2 22 323
MYO5 58 2609
HFD1 25 814
YMR111C 34 1101
MED11 3 94
FOL3 6 6
YMR114C 28 1052
MGR3 19 1072
ASC1 6 307
SPC24 0 0
SHH3 12 28
ASI1 27 1334
YMR119W-A 18 859
ADE17 37 977
RPL15B 12 273
YMR122C 69 2597
YMR122W-A 5 68
PKR1 2 2
EPO1 20 821
STO1 30 566
DLT1 5 85
SAS2 18 238
ECM16 11 63
POM152 53 2125
YMR130W 18 800
RRB1 6 24
JLP2 5 43
REC114 27 517
ERG29 9 197
GID8 19 795
YMR135W-A 44 2566
GAT2 27 1213
PSO2 31 1623
CIN4 5 144
RIM11 9 92
SIP5 8 204
YMR141C 7 53
RPL13B 2 1
YMR141W-A 0 0
RPS16A 4 3
YMR144W 16 582
NDE1 47 1283
TIF34 1 0
YMR147W 10 53
OSW5 26 411
SWP1 2 1
IMP1 9 183
YIM2 12 169
YIM1 11 244
NUP53 23 686
YMR153C-A 4 12
RIM13 14 157
YMR155W 22 689
TPP1 9 388
AIM36 9 191
MRPS8 4 4
YMR158C-A 4 28
YMR158W-B 7 163
ATG16 15 1178
YMR160W 28 1157
HLJ1 6 429
DNF3 32 947
INP2 19 445
MSS11 24 431
PAH1 17 274
YMR166C 15 838
MLH1 19 857
CEP3 1 0
ALD3 17 639
ALD2 15 623
EAR1 14 538
HOT1 32 757
YMR172C-A 1 0
DDR48 16 264
YMR173W-A 17 265
PAI3 5 35
SIP18 12 863
YMR175W-A 13 600
ECM5 57 2233
MMT1 20 567
YMR178W 5 15
SPT21 13 380
CTL1 41 1908
YMR181C 11 476
RGM1 10 121
YMR182W-A 2 2
SSO2 15 583
ADD37 9 221
RTP1 1 0
HSC82 27 818
YMR187C 29 598
MRPS17 2 1
GCV2 31 847
SGS1 46 1183
SPG5 16 715
GYL1 25 971
MRPL24 2 3
YMR193C-A 6 93
RPL36A 12 182
CMC4 17 551
YMR194C-A 27 1527
ICY1 3 3
YMR196W 51 2250
VTI1 4 58
CIK1 12 225
CLN1 28 1172
ROT1 1 0
RAD14 16 610
ERG2 6 6
TOM40 1 0
INP1 8 30
PFK2 22 345
YMR206W 27 1149
HFA1 58 1969
ERG12 3 2
YMR209C 20 694
YMR210W 31 1303
DML1 0 0
EFR3 11 164
CEF1 10 72
SCJ1 17 283
GAS3 22 840
SKY1 14 175
GUA1 0 0
TRS130 12 349
ESC1 46 1747
ERG8 2 1
YMR221C 16 537
FSH2 7 95
UBP8 11 264
MRE11 19 641
MRPL44 2 1
YMR226C 5 37
TAF7 13 278
MTF1 6 10
RRP5 7 9
RPS10B 10 65
YMR230W-A 13 350
PEP5 15 216
FUS2 20 452
TRI1 4 8
RNH1 20 478
RNA1 1 0
TAF9 1 0
BCH1 35 1413
DFG5 18 325
RNT1 3 5
CUS1 40 2306
YHM2 28 1921
RPL20A 6 16
YMR242W-A 3 7
ZRC1 28 1672
YMR244W 55 2109
COA6 6 90
YMR245W 46 856
FAA4 84 5597
RKR1 35 746
YMR247W-A 1 0
GAD1 33 980
GTO3 53 3307
HOR7 1 0
YMR252C 21 751
YMR253C 23 1002
YMR254C 16 823
GFD1 9 144
COX7 2 6
PET111 19 340
ROY1 19 382
TRM732 35 1137
TIF11 1 0
TPS3 41 3075
YMR262W 13 170
SAP30 3 10
CUE1 9 387
YMR265C 18 566
RSN1 41 1952
PPA2 5 14
PRP24 0 0
TMA23 11 147
RRN9 6 18
URA10 8 108
SCS7 15 481
YMR272W-A 1 0
YMR272W-B 2 3
ZDS1 17 433
RCE1 14 170
BUL1 8 129
DSK2 17 374
FCP1 8 128
PRM15 10 155
YMR279C 28 1102
CAT8 64 2087
GPI12 0 0
AEP2 8 102
RIT1 10 250
YKU70 29 803
NGL2 20 1083
MRPL33 1 0
DSS1 15 169
HSH155 7 117
ABZ2 15 335
HAS1 1 0
YMR290W-A 8 88
TDA1 22 1531
GOT1 17 543
HER2 4 4
JNM1 2 2
YMR294W-A 1 0
YMR295C 8 72
LCB1 6 18
PRC1 36 1616
LIP1 0 0
DYN3 2 4
ADE4 1 0
ATM1 8 20
YME2 28 1247
ADH2 8 311
UBP15 19 129
YMR304C-A 10 196
SCW10 17 292
FKS3 75 3457
YMR306C-A 10 112
GAS1 2 2
YMR307C-A 0 0
PSE1 7 67
NIP1 3 19
YMR310C 17 480
GLC8 6 219
ELP6 19 205
TGL3 21 422
PRE5 1 0
YMR315W 26 715
YMR315W-A 9 164
DIA1 21 566
YMR316C-A 6 19
YMR316C-B 3 6
YMR317W 17 351
ADH6 34 1312
FET4 19 1104
YMR320W 3 136
YMR321C 0 0
SNO4 0 0
ERR3 7 6
YMR324C 3 2
PAU19 3 3
YMR326C 3 2
YRF1-6 29 41
YNL339W-B 4 3
YNL339W-A 1 0
YNL338W 5 8
YNL337W 2 1
COS1 7 379
DDI3 3 2
SNO2 6 34
SNZ2 6 5
THI12 7 6
AAD14 11 170
RPD3 1 0
PEX6 20 506
MDJ2 14 598
EGT2 25 582
PFA3 16 168
FIG4 24 603
YNL324W 11 668
LEM3 4 10
KRE1 8 94
VNX1 49 3234
YNL320W 10 246
YNL319W 6 93
HXT14 29 1672
PFS2 7 111
PHA2 12 161
ATP11 3 23
DAL82 20 718
EMW1 10 39
RFA2 2 1
SKP2 21 993
ZIM17 2 68
STB1 33 1447
KRI1 1 0
MCK1 28 2237
MRPS18 6 42
BXI1 18 274
YPT11 19 509
YNL303W 22 1560
RPS19B 3 8
RPL18B 15 469
TOS6 3 4
TRF5 23 777
CLA4 3 3
MON2 29 423
YNL296W 5 31
YNL295W 15 477
RIM21 8 147
MSB3 29 922
PUS4 14 650
MID1 17 662
RFC3 2 1
PCL1 12 188
CAF40 20 1192
SEC21 3 2
CUS2 17 827
YNL285W 39 2447
MRPL10 9 119
WSC2 17 483
POP3 4 23
HCH1 11 523
ERG24 0 0
PRM1 52 2149
CAF120 122 5295
YNL277W-A 18 721
MET2 23 544
YNL276C 8 72
BOR1 33 1191
GOR1 15 788
TOF1 30 507
SEC2 11 279
BNI1 25 453
ALP1 35 1432
BSC4 28 1295
LYP1 30 914
PIK1 3 2
YNL266W 10 107
IST1 15 155
PDR17 21 693
YIF1 2 22
POL2 21 172
ORC5 0 0
LTO1 3 121
ATX1 9 266
DSL1 8 26
SIP3 26 1279
FOL1 6 16
GIS2 9 78
RTC4 16 527
TEX1 22 1895
MRPL17 3 29
NRD1 8 66
RAD50 13 88
MPA43 19 476
RPA49 7 35
YNL247W 5 4
VPS75 8 246
CWC25 1 0
SUI1 3 2
SLA2 5 50
ATG2 61 1628
ZWF1 38 1192
NAR1 6 30
LAP3 18 852
KEX2 14 137
YTP1 17 855
SIN4 10 125
YNL235C 6 187
YNL234W 17 268
BNI4 18 427
CSL4 6 78
PDR16 35 2195
ELA1 35 984
URE2 8 72
YNL228W 11 154
JJJ1 18 235
YNL226W 13 419
CNM67 0 0
SQS1 31 1184
ATG4 13 222
SSU72 0 0
POP1 6 8
ADE12 0 0
ALG9 12 151
MGS1 26 741
YNL217W 36 1653
RAP1 7 6
IES2 3 2
PEX17 10 322
RRG9 3 17
VID27 18 570
YNL211C 4 205
MER1 5 180
SSB2 13 252
YNL208W 4 34
RIO2 0 0
RTT106 16 245
YNL205C 15 400
SPS18 10 315
YNL203C 19 475
SPS19 29 814
PSY2 13 288
YNL200C 14 509
GCR2 19 648
YNL198C 9 115
WHI3 13 620
SLZ1 18 437
YNL195C 13 673
YNL194C 17 241
YNL193W 37 1040
CHS1 31 755
DUG3 21 1569
YNL190W 8 128
SRP1 0 0
KAR1 1 0
SWT21 20 774
UBP10 28 764
MRPL19 4 6
YNL184C 16 470
NPR1 27 500
IPI3 5 5
YNL181W 7 25
RHO5 4 10
YNL179C 31 1372
RPS3 1 0
MRPL22 1 0
TDA7 23 384
NOP13 13 243
YNL174W 1 0
MDG1 22 671
APC1 19 325
YNL171C 3 38
YNL170W 6 155
PSD1 14 507
FMP41 17 535
SKO1 18 616
BNI5 23 645
YNL165W 24 1488
IBD2 6 172
RIA1 10 11
YNL162W-A 2 7
RPL42A 6 33
CBK1 24 358
YGP1 21 786
ASI2 9 342
PGA1 2 8
IGO1 2 41
NSG2 10 246
CUZ1 13 519
YCK2 30 831
GIM3 10 787
INN1 7 30
RPC31 2 1
YNL150W 1 0
PGA2 2 1
ALF1 95 4591
LSM7 0 0
YNL146C-A 16 463
YNL146W 5 81
MFA2 3 30
YNL144C 41 1713
YNL144W-A 1 0
YNL143C 32 1563
MEP2 28 1457
AAH1 13 174
YNL140C 5 42
THO2 10 75
YSF3 5 32
SRV2 1 0
NAM9 9 197
EAF7 20 288
FPR1 11 95
YNL134C 17 587
FYV6 12 124
KRE33 2 1
TOM22 1 0
CPT1 15 746
DGR1 4 3
NRK1 15 637
TEP1 17 214
FAR11 20 468
SPC98 4 3
ESBP6 24 951
NAF1 6 20
NMA111 32 830
YNL122C 5 113
TOM70 17 577
YNL120C 3 8
NCS2 14 171
DCP2 16 327
MLS1 60 2152
DMA2 34 1615
YNL115C 21 581
YNL114C 8 59
RPC19 1 0
DBP2 25 217
CYB5 6 65
NOP15 0 0
YNL109W 5 77
YNL108C 19 703
YAF9 16 794
INP52 57 2069
RRT16 2 4
LEU4 56 1563
YNL103W-A 0 0
MET4 10 20
POL1 10 40
AVT4 27 795
MIC27 15 663
OCA1 18 738
RAS2 3 3
YNL097C-B 14 764
PHO23 13 340
YNL097W-A 4 3
RPS7B 10 196
YNL095C 30 960
APP1 30 1382
YPT53 10 504
YNL092W 24 1365
NST1 36 829
RHO2 6 89
YNL089C 4 26
TOP2 10 77
TCB2 83 5542
SNN1 7 180
MKT1 26 771
END3 8 11
SAL1 18 592
PMS1 28 1027
SWS2 5 82
EOS1 15 500
TPM1 2 2
NIS1 38 1117
APJ1 40 1067
MKS1 19 531
IMP4 0 0
MLF3 7 46
MSK1 7 22
RNH201 38 2300
LAT1 19 357
TOM7 5 92
RPL16B 3 2
FKH2 25 705
YNL067W-A 20 370
YNL067W-B 11 498
RPL9B 7 174
SUN4 63 3369
AQR1 47 2521
YDJ1 9 51
MTQ1 26 744
GCD10 12 479
NOP2 7 30
ARP5 5 7
YNL058C 10 200
YNL057W 8 162
OCA2 21 553
POR1 11 87
VAC7 22 1116
MSG5 29 534
COX5A 13 527
COG5 11 382
YNL050C 14 238
SFB2 22 623
ALG11 2 1
SLM2 37 1239
YNL046W 33 1660
LAP2 44 2707
YIP3 16 438
YNL043C 9 180
YNL042W-B 28 773
BOP3 33 1299
COG6 31 840
YNL040W 19 556
BDP1 6 14
GPI15 3 20
IDH1 5 4
NCE103 52 1515
YNL035C 33 1916
YNL034W 30 1357
YNL033W 3 2
SIW14 34 1224
HHT2 13 175
HHF2 8 230
KTR5 55 1959
YNL028W 33 2738
CRZ1 48 1830
SAM50 1 0
SSN8 30 2203
KSH1 0 0
YNL024C 61 1793
FAP1 65 2627
RCM1 45 2403
HDA1 58 2719
ARK1 55 2587
YNL019C 2 1
YNL018C 46 1859
YNL017C 56 1750
PUB1 27 465
PBI2 0 0
HEF3 88 4028
YNL013C 12 82
SPO1 75 3158
YNL011C 44 1901
YNL010W 29 1386
IDP3 68 2935
ASI3 104 4801
SIS1 1 0
LST8 0 0
MRP7 43 1072
HRB1 186 15238
PET8 53 1144
RLP7 5 233
DOM34 64 1823
CIT1 67 2342
YNR001W-A 54 1311
ATO2 178 9909
RPC34 8 236
YNR003W-A 1 0
SWM2 29 1091
YNR005C 10 146
VPS27 24 244
ATG3 37 1477
LRO1 86 3086
NRM1 42 2600
CSE2 29 725
PRP2 35 1302
URK1 45 2033
PHO91 88 5100
YNR014W 61 2692
SMM1 86 4799
ACC1 14 16
TIM23 2 1
RCF2 67 3316
ARE2 32 297
ATP23 25 712
YNR021W 30 1453
MRPL50 5 135
SNF12 7 339
MPP6 16 112
YNR025C 9 55
SEC12 13 444
BUD17 36 1205
CPR8 26 1040
YNR029C 21 142
ALG12 23 717
SSK2 92 5645
PPG1 29 1575
HUB1 4 35
ABZ1 47 2311
SOL1 28 1107
YNR034W-A 21 861
ARC35 13 388
MRPS12 8 24
RSM19 3 89
DBP6 12 104
ZRG17 17 421
YNR040W 22 612
COQ2 31 1109
YNR042W 5 35
MVD1 1 0
AGA1 33 1120
PET494 23 483
TRM112 2 1
FPK1 30 675
YNR048W 22 557
MSO1 22 942
LYS9 31 1108
BRE5 16 460
POP2 20 525
NOG2 6 16
ESF2 11 209
HOL1 39 1521
BIO5 65 2997
BIO4 120 8312
BIO3 38 2247
MNT4 42 1650
FRE4 38 1646
YNR061C 23 669
YNR062C 13 298
YNR063W 31 1257
YNR064C 37 2005
YNR065C 54 2939
YNR066C 29 936
DSE4 62 1857
YNR068C 31 936
BSC5 31 909
PDR18 1 0
YNR071C 0 0
HXT17 4 4
YNR073C 4 3
AIF1 0 0
COS10 18 446
YNR075C-A 6 136
PAU6 0 0
YNR077C 3 8
YOL166W-A 7 16
YOL166C 0 0
AAD15 10 305
YOL164W-A 1 0
BDS1 51 2064
YOL163W 8 344
YOL162W 11 416
PAU20 4 53
YOL160W 9 144
YOL159C-A 6 107
YOL159C 9 139
ENB1 30 1112
IMA2 24 882
HXT11 16 833
YOL155W-A 2 1
HPF1 15 161
ZPS1 6 67
FRE7 46 2358
GRE2 12 110
YOL150C 4 9
DCP1 0 0
SPT20 11 136
PEX11 10 175
PSF3 0 0
CTR9 20 363
NOP8 12 112
RIB4 1 0
RRP40 0 0
PPM2 40 1799
ARG8 5 10
CDC33 0 0
RTC1 32 531
BSC6 28 909
PFK27 9 123
MED7 2 1
YOL134C 13 176
HRT1 3 3
GAS4 42 1440
YOL131W 14 775
ALR1 20 521
VPS68 14 678
YGK3 31 874
RPL25 0 0
MDH2 42 2657
TRM13 32 1190
TRM11 30 1206
HRP1 2 13
SMF1 49 2135
RPS19A 14 109
RPL18A 2 11
MCH4 24 977
YOL118C 17 424
RRI2 24 1300
MSN1 18 599
PAP2 9 47
YOL114C 14 186
SKM1 19 376
MSB4 31 990
MDY2 14 668
SHR5 96 3856
ZEO1 1 0
INO4 0 0
YOL107W 11 303
YOL106W 15 284
WSC3 15 486
NDJ1 14 215
ITR2 25 1251
TPT1 1 0
IZH4 11 184
PKH2 25 857
YOL099C 2 2
YOL098C 41 1554
YOL097W-A 11 690
WRS1 4 25
COQ3 4 53
HMI1 43 1403
RFC4 2 1
TRM10 9 159
YPQ1 11 334
SPO21 25 664
MSH2 31 2032
HAL9 40 1996
MPD2 12 290
DUF1 21 664
MHF1 15 725
ADH1 25 532
YOL085W-A 21 751
YOL085C 46 1555
PHM7 48 2201
ATG34 28 1119
YOL083C-A 2 40
ATG19 30 1418
IRA2 24 200
REX4 10 356
YOL079W 2 1
AVO1 27 1707
ATP19 7 161
BRX1 2 1
MDM20 10 170
YOL075C 66 2939
DSC2 22 655
THP1 6 8
SDH5 9 119
NBA1 10 166
NUF2 1 0
HST1 25 1410
RTG1 6 13
RIB2 8 212
INP54 20 474
MET22 21 285
CRT10 60 3608
APM4 23 698
PRS5 43 2136
MAM3 39 1321
GPD2 49 2665
ARG1 6 5
YOL057W 43 1543
GPM3 24 1069
THI20 45 3579
PSH1 26 1034
AIM39 49 1571
DDR2 3 10
SPE2 33 561
GAL11 10 104
YOL050C 5 60
GSH2 25 933
RRT8 34 635
LDS2 30 1108
YOL046C 17 458
PSK2 56 2642
PEX15 17 339
NTG2 22 1534
NGL1 25 916
NOP12 35 1133
RPS15 1 0
RPP2A 5 80
YOL038C-A 8 148
PRE6 0 0
YOL037C 9 319
YOL036W 44 1514
YOL035C 11 127
SMC5 6 41
MSE1 17 208
OPI10 25 1039
SIL1 28 961
GAS5 31 1379
YOL029C 4 3
YAP7 23 1005
MDM38 35 1310
MIM1 11 76
LAG2 31 716
YOL024W 20 1229
IFM1 30 1011
TSR4 0 0
DIS3 8 48
TAT2 34 1819
YOL019W-A 33 1070
YOL019W 53 1802
TLG2 13 124
ESC8 75 3229
CMK2 24 1193
IRC10 40 1617
YOL014W 3 14
YOL013W-B 6 126
YOL013W-A 37 2510
HRD1 61 5975
HTZ1 13 283
PLB3 61 2411
RCL1 11 621
MDM12 8 30
COQ10 17 367
CSI2 54 2776
TOP1 66 1481
RPB11 2 1
SIN3 58 1473
PFA4 36 1008
IZH2 75 2606
PHO80 49 3386
RRP6 55 1556
ALG6 10 61
YSP3 104 5740
UTP23 5 87
DNL4 134 4531
TSR3 57 3025
SGT2 52 2968
SLG1 17 125
YOR008C-A 7 120
YOR008W-B 6 167
TIR4 30 1488
TIR2 16 366
AUS1 122 5810
YOR011W-A 10 299
YOR012W 18 483
IRC11 20 655
RTS1 12 165
YOR015W 10 157
ERP4 27 1644
PET127 79 2887
ROD1 32 1177
YOR019W 74 3477
HSP10 0 0
YOR020W-A 10 118
SFM1 10 252
YOR022C 55 1708
AHC1 26 1237
YOR024W 63 3976
HST3 39 808
BUB3 25 450
STI1 32 727
CIN5 26 518
YOR029W 22 1383
DFG16 31 448
HMS1 30 956
YOR032W-A 23 717
EXO1 49 1864
AKR2 42 1539
YOR034C-A 36 1086
SHE4 48 1832
PEP12 3 24
CYC2 17 579
HIR2 29 728
CKB2 10 122
GLO4 13 672
YOR041C 13 228
CUE5 34 1891
WHI2 29 1233
IRC23 7 52
TOM6 0 0
DBP5 0 0
STD1 17 181
RAT1 7 18
RSB1 29 1066
YOR050C 27 1126
ETT1 13 1038
TMC1 12 399
YOR053W 14 116
VHS3 46 1107
YOR055W 11 146
NOB1 15 162
SGT1 9 76
ASE1 47 1608
LPL1 19 452
SLD7 8 208
CKA2 9 34
YOR062C 37 1485
RPL3 0 0
YNG1 10 230
CYT1 5 193
MSA1 29 1459
ALG8 3 8
VPS5 8 60
VAM10 2 1
GYP1 17 436
NRT1 30 965
YOR072W 34 1941
YOR072W-A 35 1684
YOR072W-B 20 628
SGO1 22 930
CDC21 3 2
YOR073W-A 0 0
UFE1 3 2
SKI7 26 280
RTS2 12 312
BUD21 4 36
ATX2 11 382
DIA2 23 1005
TGL5 60 3088
YOR082C 36 1211
WHI5 64 2679
LPX1 51 2100
OST3 16 706
TCB1 44 3042
YVC1 25 654
VPS21 2 1
PTC5 30 1425
TMA46 42 1824
ECM3 45 2637
YOR093C 56 2993
ARF3 2 3
RKI1 3 2
RPS7A 4 3
YOR097C 4 20
NUP1 19 116
KTR1 29 912
CRC1 25 537
RAS1 25 1969
YOR102W 3 2
OST2 0 0
PIN2 13 240
YOR105W 4 26
VAM3 1 0
RGS2 26 688
LEU9 21 344
YOR108C-A 2 15
INP53 34 1600
TFC7 9 87
YOR111W 6 13
CEX1 20 401
AZF1 22 284
YOR114W 8 145
TRS33 17 618
RPO31 11 13
RPT5 2 1
RTC5 23 761
RIO1 3 2
GCY1 16 234
YOR121C 7 68
PFY1 0 0
LEO1 9 265
UBP2 30 797
CAT5 8 67
IAH1 13 407
RGA1 23 319
ADE2 2322 631749
AFI1 33 1267
ORT1 2 1
YOR131C 10 169
VPS17 15 801
EFT1 10 77
BAG7 35 2384
IRC14 0 0
IDH2 2 1
SIA1 15 603
RUP1 48 1539
YOR139C 7 278
SFL1 27 1030
ARP8 9 258
LSC1 12 72
THI80 5 24
ELG1 17 409
PNO1 1 0
YOR146W 1 0
MDM32 12 257
SPP2 4 24
SMP3 5 4
MRPL23 2 4
RPB2 3 4
YOR152C 6 38
PDR5 41 918
SLP1 13 169
ISN1 6 120
NFI1 28 580
PUP1 3 2
PET123 6 28
SME1 2 2
MTR10 4 19
PNS1 22 730
