gene_name number_of_transposon_per_gene number_of_read_per_gene
SWT1 23 1214
RPS28A 3 6
GLN4 5 4
YOR169C 5 40
YOR170W 2 1
LCB4 27 803
YRM1 32 771
DCS2 22 1133
MED4 18 122
ALE1 21 988
HEM15 12 181
MPC54 42 1212
GAC1 30 735
SYC1 10 253
DCI1 9 45
LAS17 6 89
RPS30B 4 20
FYV12 46 610
SER1 6 5
GSP2 11 124
YOR186W 20 521
YOR186C-A 14 460
TUF1 7 27
MSB1 26 578
IES4 1 0
SPR1 14 175
ULS1 36 604
THI72 23 1331
YOR192C-C 5 6
PEX27 10 268
TOA1 1 0
SLK19 29 905
LIP5 5 14
MCA1 13 118
BFR1 9 83
YOR199W 22 318
YOR200W 13 92
MRM1 8 110
HIS3 18 517
YOR203W 22 299
DED1 2 2
GEP3 13 42
NOC2 4 4
RET1 9 10
PTP2 8 90
NPT1 18 144
RPB10 0 0
MGM1 8 27
STE4 25 706
SAS5 12 605
SPR2 10 89
AIM41 11 691
RUD3 18 742
RFC1 24 197
YOR218C 7 13
STE13 35 1002
RCN2 13 47
MCT1 13 221
ODC2 34 1255
DSC3 13 195
RPB8 2 1
YOR225W 15 493
ISU2 11 236
HER1 26 316
MCP1 16 188
WTM2 67 2463
WTM1 27 1015
MKK1 27 1095
YOR231C-A 2 2
MGE1 5 4
KIN4 21 1049
RPL33B 14 239
IRC13 20 279
DFR1 1 0
HES1 14 219
YOR238W 15 336
ABP140 16 176
MET7 14 39
SSP2 13 225
PUS7 13 170
ESA1 7 61
DGA1 14 72
ENV9 10 240
SRL1 6 63
YOR248W 4 31
APC5 0 0
CLP1 0 0
TUM1 9 14
TMA16 12 215
NAT5 9 197
SEC63 2 1
OSW1 28 1214
TRE2 3 30
CDC31 0 0
HNT3 14 277
RPT4 1 0
GCD1 1 0
RPN8 1 0
GPN2 4 6
YOR263C 10 108
DSE3 24 307
RBL2 5 172
PNT1 15 296
HRK1 29 863
YOR268C 30 915
PAC1 9 87
VPH1 15 158
FSF1 32 1376
YTM1 3 7
TPO4 28 1299
MOD5 33 1261
RIM20 20 801
CAF20 8 188
YOR277C 6 186
HEM4 5 7
RFM1 8 65
FSH3 8 476
PLP2 5 9
YOR282W 21 633
YOR283W 15 440
HUA2 8 25
RDL1 11 482
RDL2 6 101
RRP36 0 0
MPD1 15 423
YOR289W 11 144
SNF2 10 65
YPK9 39 1788
YOR292C 18 797
RPS10A 3 12
YOR293C-A 1 0
RRS1 6 16
UAF30 13 263
YOR296W 31 1339
TIM18 4 124
MUM3 63 2969
MBF1 8 82
BUD7 25 631
YOR300W 26 810
RAX1 54 1514
YOR302W 0 0
CPA1 8 64
ISW2 29 1008
BIL1 5 13
RRG7 10 117
MCH5 30 1058
SLY41 20 628
SNU66 17 325
YOR309C 0 0
NOP58 1 0
DGK1 1 0
RPL20B 5 18
SPS4 13 187
YOR314W 10 152
YOR314W-A 3 8
SFG1 24 755
COT1 24 541
YOR316C-A 28 419
FAA1 24 407
YOR318C 30 1314
HSH49 2 1
GNT1 12 144
PMT3 44 1627
LDB19 23 630
PRO2 0 0
FRT1 13 264
YOR325W 6 91
MYO2 15 139
SNC2 8 30
PDR10 78 1660
SCD5 8 74
YOR329W-A 11 126
MIP1 13 105
YOR331C 6 60
VMA4 0 0
YOR333C 2 1
MRS2 4 13
ALA1 1 0
YOR335W-A 0 0
KRE5 16 287
TEA1 45 1838
YOR338W 14 166
UBC11 18 429
RPA43 5 34
RPA190 9 15
YOR342C 16 647
YOR343C 44 1196
TYE7 19 549
YOR345C 6 172
REV1 43 1545
PYK2 14 252
PUT4 173 7540
CIN1 67 1912
MNE1 18 116
MEK1 14 340
TFB6 14 227
SOG2 27 559
MSC6 22 301
GDS1 17 551
CIR2 18 350
SNX3 5 107
HAP5 29 1002
VTS1 25 1258
PDE2 1 0
PRT1 17 381
PRE10 4 15
PIP2 39 1620
YOR364W 27 626
YOR365C 42 800
YOR366W 4 17
SCP1 2 1
RAD17 13 386
RPS12 2 1
MRS6 7 112
GPB1 17 346
NDD1 5 5
NUD1 12 116
ALD4 26 612
GDH1 20 278
YOR376W 33 1456
YOR376W-A 2 1
ATF1 28 545
AMF1 37 1020
YOR379C 17 553
RDR1 14 359
FRE3 18 527
YOR381W-A 6 185
FIT2 7 22
FIT3 11 97
FRE5 24 337
YOR385W 10 61
PHR1 25 480
YOR387C 2 1
FDH1 2 1
YOR389W 34 1388
FEX1 14 215
HSP33 6 94
YOR392W 21 386
ERR1 3 3
PAU21 0 0
YOR394C-A 4 67
YRF1-8 22 37
YOR396C-A 3 2
YRF1-7 24 30
YPL283W-B 2 1
YPL283W-A 3 2
PAU22 1 0
ERR2 3 4
HSP32 1 0
FEX2 7 10
YPL278C 0 0
YPL277C 23 458
SAM3 32 962
SAM4 9 19
PBI1 10 96
ATP15 0 0
MDL2 27 622
KAR9 30 597
PLC1 4 7
ACM1 7 29
DIM1 0 0
DIP5 34 878
YPL264C 20 550
KEL3 59 1703
FUM1 8 20
YPL261C 22 528
YPL260W 10 347
APM1 18 335
THI21 29 1644
YPL257W 9 352
CLN2 10 378
BBP1 3 6
HFI1 9 86
VIK1 48 2278
YAH1 0 0
YPL251W 3 13
ICY2 2 13
RPL36B 5 29
YPL250W-A 1 0
GYP5 36 1028
GAL4 28 969
YPL247C 24 634
RBD2 6 27
YPL245W 33 1456
HUT1 33 1137
SRP68 3 131
IQG1 6 11
CIN2 34 1024
HSP82 58 2709
YAR1 6 46
YPL238C 0 0
SUI3 0 0
ENV7 19 425
RVB2 9 18
VMA11 2 1
NSL1 6 94
SSO1 21 776
FAS2 6 12
USV1 15 112
YPL229W 10 238
CET1 4 3
ALG5 8 24
NEW1 28 305
YPL225W 11 125
MMT2 32 1034
GRE1 16 202
FMP40 45 1320
YPL222C-A 10 189
FLC1 47 1721
RPL1A 2 1
PCL8 25 350
SAR1 2 1
BMS1 10 44
YPL216W 45 1558
CBP3 7 57
THI6 37 1946
LEA1 5 6
PUS1 15 374
NIP7 4 3
SRP72 6 30
IPL1 3 22
RKM1 18 429
TYW1 26 906
PGC1 17 778
YPL205C 26 660
HRR25 14 74
TPK2 6 105
AFT2 13 387
YIG1 22 686
CSM4 10 281
YPL199C 10 79
RPL7B 11 164
YPL197C 3 13
OXR1 8 39
APL5 14 66
DDC1 35 1400
RSA1 7 12
PRM3 3 2
YPL191C 15 411
NAB3 1 0
COA2 2 1
GUP2 39 1037
POS5 2 1
MF(ALPHA)1 9 39
UIP4 24 591
YPL185W 35 941
MRN1 37 721
RTC6 4 49
RTT10 56 1661
YPL182C 10 159
CTI6 15 203
TCO89 41 1488
PPQ1 20 319
CBC2 14 170
CUP9 24 784
TRE1 59 1444
SPT14 2 1
NIP100 7 56
MRPL40 2 1
COX10 10 79
OYE3 43 1866
DAP1 23 2261
MEX67 6 14
YPL168W 13 108
REV3 40 542
ATG29 6 52
SET6 14 589
MLH3 25 1247
SVS1 9 33
YPL162C 10 78
BEM4 26 932
CDC60 2 3
PET20 14 558
AIM44 32 543
TGS1 25 500
PRM4 19 533
KIP2 37 1387
PEP4 21 349
RAD53 26 274
YPL152W-A 1 0
RRD2 4 8
PRP46 10 96
YPL150W 17 62
ATG5 5 7
PPT2 5 40
PXA1 29 372
NOP53 3 13
KES1 6 21
POC4 5 17
RPL33A 3 2
YPL142C 2 1
FRK1 34 793
MKK2 19 525
UME1 19 707
SPP1 22 585
GIP3 57 2001
YPL136W 7 73
ISU1 7 81
YPL135C-A 0 0
ODC1 34 744
RDS2 24 473
COX11 7 34
RPL5 0 0
SPO19 10 31
TAF14 1 0
TBF1 7 21
HHO1 18 332
NAN1 3 3
KAP120 32 528
SPC29 3 11
RNY1 13 263
TFB2 8 19
MEI5 9 25
VPS30 6 15
YPL119C-A 4 97
DBP1 16 631
MRP51 3 49
IDI1 4 3
HOS3 37 1427
BEM3 32 687
YPL114W 8 256
YPL113C 25 1195
PEX25 17 315
CAR1 79 3672
GDE1 56 2600
YPL109C 30 1485
YPL108W 15 165
YPL107W 28 1529
SSE1 26 505
SYH1 43 1672
MSD1 5 10
FMP30 27 437
YPL102C 17 328
ELP4 12 90
ATG21 11 149
INA17 10 164
MGR2 4 43
MSY1 4 4
ERI1 0 0
PNG1 31 1210
EEB1 34 558
SEC62 6 154
NOG1 12 19
SSU1 47 2021
GLR1 26 1173
RPS6A 3 32
RLM1 30 1478
YPL088W 39 1864
YDC1 22 535
ELP3 8 34
SEC16 14 431
BRO1 5 4
SEN54 5 23
MOT1 8 11
RPS9A 29 393
YPL080C 42 542
RPL21B 6 52
ATP4 2 1
YPL077C 28 676
GPI2 3 42
GCR1 23 320
YTA6 26 534
YPL073C 11 196
UBP16 26 526
YPL071C 11 403
MUK1 32 1419
BTS1 26 1336
YPL068C 22 356
YPL067C 50 2138
RGL1 40 992
VPS28 3 3
CWC27 17 347
TIM50 5 44
YPL062W 91 10896
ALD6 51 1380
MFM1 9 47
GRX5 3 5
PDR12 73 1966
SUR1 15 176
LCL1 37 740
LGE1 8 82
LEE1 39 1053
KTR6 36 1119
OAZ1 14 354
ARL3 4 29
MNN9 3 7
DIG1 62 2197
CAM1 32 977
SGF11 7 147
ELC1 5 105
VPS16 15 642
YPL044C 6 6
NOP4 25 601
SSN3 51 1566
YPL041C 24 740
ISM1 11 73
YPL039W 22 565
YPL038W-A 5 22
MET31 23 404
EGD1 87 19239
PMA2 108 3460
YPL035C 9 280
YPL034W 10 111
SRL4 19 53
SVL3 43 2193
PHO85 9 137
TRM44 43 1111
SUV3 19 217
ERG10 2 1
SMA1 43 1023
SKS1 40 932
YPL025C 50 1803
RMI1 11 203
MET12 31 391
RAD1 61 1885
ECM23 20 352
ULP1 8 50
VTC3 72 2366
CTF19 34 344
IRC15 116 4853
SWI1 13 202
HST2 118 4785
YPL014W 87 3422
MRPS16 7 57
RRP12 3 3
TAF3 27 1272
RET3 1 0
RQC2 57 1442
CHL1 67 1930
TFC8 10 124
NCR1 183 9483
AEP3 18 409
LSP1 55 1375
ULA1 108 3689
SNF8 19 524
HAT1 38 762
CIT3 114 6854
PDH1 112 6339
YPR002C-A 18 130
YPR003C 118 2718
AIM45 54 1189
HAL1 45 1920
ICL2 147 5866
REC8 104 4206
HAA1 103 5231
SUT2 18 301
RPA135 10 12
YPR010C-A 18 141
YPR011C 69 2668
YPR012W 16 584
CMR3 53 2968
YPR014C 17 397
YPR015C 63 2026
TIF6 2 1
YPR016W-A 33 638
DSS4 8 130
RLF2 51 2244
MCM4 21 889
ATP20 5 62
AGC1 60 1737
YPR022C 71 2499
EAF3 52 2879
YME1 38 1099
CCL1 6 29
ATH1 82 2359
YPR027C 7 97
YOP1 15 408
APL4 39 595
CSR2 82 2187
NTO1 38 552
SRO7 48 1198
HTS1 5 24
ARP7 3 4
GLN1 4 4
VMA13 19 359
SPO24 11 304
ERV2 40 1311
IRC16 31 1180
YPR039W 33 1237
TIP41 19 328
TIF5 2 1
PUF2 43 1100
RPL43A 3 6
OPI11 2 5
THP3 40 1515
MCM16 11 172
MSF1 5 34
TAH18 2 1
ATG11 58 1739
YPR050C 23 1020
MAK3 35 1605
NHP6A 11 28
YPR053C 38 611
SMK1 30 1512
SEC8 13 251
TFB4 2 1
BRR1 18 476
YMC1 25 736
YPR059C 10 116
ARO7 13 365
JID1 13 243
FCY1 10 784
YPR063C 11 131
YPR064W 51 1805
ROX1 6 75
UBA3 47 2057
ISA2 5 8
HOS1 39 1407
SPE3 9 34
MED1 37 1555
YPR071W 22 300
NOT5 3 27
LTP1 12 276
TKL1 18 520
YPR074W-A 23 349
OPY2 15 407
YPR076W 3 4
YPR077C 44 791
YPR078C 63 1181
MRL1 29 1074
TEF1 11 90
GRS2 62 3016
DIB1 2 1
MDM36 14 481
YPR084W 25 639
ASA1 3 3
SUA7 1 0
VPS69 7 64
SRP54 7 64
YPR089W 40 1166
NVJ2 33 1347
YPR092W 30 958
ASR1 24 1319
RDS3 1 0
SYT1 52 1571
YPR096C 25 299
YPR097W 71 3825
YPR098C 17 124
YPR099C 1 0
MRPL51 2 2
SNT309 8 21
RPL11A 2 1
PRE2 3 17
FHL1 20 526
COG4 4 5
ISR1 7 10
YTH1 3 78
RPN7 1 0
YPR108W-A 23 877
YPR109W 21 387
RPC40 3 2
DBF20 36 1601
MRD1 5 68
PIS1 8 23
YPR114W 17 608
RGC1 39 639
RRG8 13 225
YPR117W 72 1428
MRI1 10 268
CLB2 8 69
CLB5 24 302
THI22 21 444
AXL1 80 2615
YPR123C 7 20
CTR1 22 200
YLH47 26 534
YPR126C 8 90
YPR127W 22 228
ANT1 25 883
SCD6 13 170
YPR130C 13 273
NAT3 1 0
RPS23B 1 0
SPN1 9 159
TOM5 3 3
MSS18 5 29
CTF4 24 298
YPR136C 0 0
RRP9 0 0
MEP3 62 3904
LOA1 9 80
TAZ1 31 839
KAR3 8 44
YPR142C 29 864
RRP15 8 39
NOC4 7 94
ASN1 53 2507
YPR145C-A 12 331
YPR146C 19 313
YPR147C 22 1000
YPR148C 19 304
NCE102 14 985
YPR150W 26 781
SUE1 28 973
URN1 76 1963
YPR153W 13 180
PIN3 5 31
NCA2 28 690
TPO3 28 555
TDA6 30 1425
CUR1 20 836
KRE6 9 62
YPR159C-A 5 11
GPH1 66 1833
YPR160W-A 0 0
YPR160C-A 3 21
SGV1 22 281
ORC4 0 0
TIF3 7 29
MMS1 31 598
RHO1 0 0
MRP2 1 0
MET16 9 320
NUT2 10 195
JIP5 6 28
YPR170C 23 789
YPR169W-A 4 7
YPR170W-B 7 43
YPR170W-A 3 26
BSP1 32 507
YPR172W 20 561
VPS4 2 1
YPR174C 8 65
DPB2 4 3
BET2 0 0
YPR177C 5 17
PRP4 9 22
HDA3 21 674
AOS1 2 1
SEC23 3 3
SMX3 0 0
DPM1 1 0
GDB1 67 2059
ATG13 18 434
PZF1 4 4
RPO26 3 2
MLC2 6 75
SKI3 23 439
RPC82 7 8
QCR2 7 14
AQY1 27 799
HPA2 15 281
OPT2 39 1054
YPR195C 45 811
YPR196W 17 506
YPR197C 13 576
SGE1 27 628
ARR1 21 927
ARR2 7 85
ARR3 12 870
YPR202W 14 173
YPR203W 1 0
YPR204W 22 33
YPR204C-A 4 3
Q0010 0 0
Q0017 0 0
Q0032 0 0
AI1 0 0
AI2 0 0
AI3 0 0
AI4 0 0
AI5_ALPHA 0 0
COX1 0 0
AI5_BETA 0 0
ATP8 0 0
ATP6 0 0
Q0092 0 0
BI2 0 0
BI3 0 0
BI4 0 0
COB 0 0
OLI1 0 0
VAR1 0 0
Q0142 0 0
Q0143 0 0
Q0144 0 0
SCEI 0 0
Q0182 0 0
COX2 0 0
Q0255 0 0
COX3 0 0
Q0297 0 0
