gene_name number_of_transposon_per_gene number_of_read_per_gene
SWT1 17 504
RPS28A 5 83
GLN4 6 11
YOR169C 2 3
YOR170W 4 182
LCB4 25 1076
YRM1 30 1189
DCS2 12 275
MED4 6 18
ALE1 18 321
HEM15 12 120
MPC54 26 882
GAC1 21 549
SYC1 12 230
DCI1 1 0
LAS17 10 145
RPS30B 14 336
FYV12 48 1240
SER1 3 2
GSP2 7 157
YOR186W 19 708
YOR186C-A 13 424
TUF1 5 12
MSB1 39 1085
IES4 4 16
SPR1 14 299
ULS1 31 636
THI72 21 737
YOR192C-C 1 0
PEX27 7 108
TOA1 2 2
SLK19 21 1093
LIP5 11 146
MCA1 10 170
BFR1 5 227
YOR199W 17 240
YOR200W 6 34
MRM1 10 51
HIS3 20 442
YOR203W 24 405
DED1 2 4
GEP3 19 302
NOC2 4 5
RET1 6 11
PTP2 12 198
NPT1 22 817
RPB10 0 0
MGM1 13 118
STE4 19 565
SAS5 5 57
SPR2 7 139
AIM41 8 229
RUD3 16 365
RFC1 31 679
YOR218C 5 29
STE13 34 1609
RCN2 4 25
MCT1 12 420
ODC2 21 789
DSC3 9 31
RPB8 6 20
YOR225W 15 831
ISU2 14 209
HER1 37 988
MCP1 13 285
WTM2 54 2096
WTM1 24 1406
MKK1 20 609
YOR231C-A 0 0
MGE1 1 0
KIN4 33 948
RPL33B 11 198
IRC13 13 175
DFR1 4 3
HES1 15 400
YOR238W 17 903
ABP140 11 154
MET7 18 224
SSP2 13 230
PUS7 15 460
ESA1 4 27
DGA1 22 872
ENV9 18 454
SRL1 9 41
YOR248W 6 24
APC5 2 1
CLP1 1 0
TUM1 5 29
TMA16 9 238
NAT5 11 415
SEC63 2 2
OSW1 13 372
TRE2 3 2
CDC31 0 0
HNT3 11 66
RPT4 0 0
GCD1 4 3
RPN8 5 204
GPN2 0 0
YOR263C 4 80
DSE3 16 622
RBL2 7 42
PNT1 14 352
HRK1 42 1416
YOR268C 29 904
PAC1 4 4
VPH1 20 321
FSF1 27 918
YTM1 1 0
TPO4 30 1293
MOD5 33 881
RIM20 22 351
CAF20 7 172
YOR277C 3 10
HEM4 9 24
RFM1 5 59
FSH3 10 183
PLP2 4 6
YOR282W 14 915
YOR283W 8 187
HUA2 4 17
RDL1 13 217
RDL2 5 91
RRP36 0 0
MPD1 14 225
YOR289W 15 529
SNF2 6 5
YPK9 41 717
YOR292C 17 634
RPS10A 3 32
YOR293C-A 9 158
RRS1 5 23
UAF30 20 809
YOR296W 28 517
TIM18 10 119
MUM3 48 1798
MBF1 7 199
BUD7 23 1582
YOR300W 27 991
RAX1 49 2273
YOR302W 3 25
CPA1 5 66
ISW2 30 515
BIL1 2 3
RRG7 10 327
MCH5 16 365
SLY41 29 1990
SNU66 24 1446
YOR309C 3 6
NOP58 2 12
DGK1 13 236
RPL20B 5 10
SPS4 20 974
YOR314W 9 137
YOR314W-A 1 0
SFG1 19 661
COT1 21 852
YOR316C-A 38 1320
FAA1 21 408
YOR318C 32 797
HSH49 1 0
GNT1 19 359
PMT3 39 1095
LDB19 23 231
PRO2 2 4
FRT1 14 158
YOR325W 4 41
MYO2 17 103
SNC2 9 208
PDR10 83 2595
SCD5 6 36
YOR329W-A 14 685
MIP1 29 393
YOR331C 10 383
VMA4 3 3
YOR333C 6 25
MRS2 19 427
ALA1 7 7
YOR335W-A 0 0
KRE5 8 282
TEA1 34 963
YOR338W 18 369
UBC11 15 244
RPA43 1 0
RPA190 3 4
YOR342C 13 352
YOR343C 30 970
TYE7 13 411
YOR345C 7 208
REV1 36 2304
PYK2 10 185
PUT4 131 4116
CIN1 45 3887
MNE1 31 682
MEK1 16 326
TFB6 19 429
SOG2 23 850
MSC6 17 174
GDS1 21 224
CIR2 27 746
SNX3 7 200
HAP5 26 919
VTS1 17 208
PDE2 4 7
PRT1 18 492
PRE10 3 3
PIP2 25 849
YOR364W 21 612
YOR365C 32 1065
YOR366W 2 15
SCP1 8 77
RAD17 15 346
RPS12 2 1
MRS6 4 25
GPB1 34 626
NDD1 5 47
NUD1 8 54
ALD4 30 847
GDH1 24 792
YOR376W 24 622
YOR376W-A 0 0
ATF1 31 1409
AMF1 44 1853
YOR379C 24 1186
RDR1 18 373
FRE3 26 607
YOR381W-A 12 666
FIT2 8 29
FIT3 9 119
FRE5 21 640
YOR385W 17 600
PHR1 12 377
YOR387C 12 152
FDH1 4 10
YOR389W 26 814
FEX1 5 14
HSP33 4 69
YOR392W 14 220
ERR1 6 5
PAU21 0 0
YOR394C-A 5 122
YRF1-8 20 29
YOR396C-A 0 0
YRF1-7 26 26
YPL283W-B 2 1
YPL283W-A 0 0
PAU22 0 0
ERR2 3 2
HSP32 1 0
FEX2 1 0
YPL278C 0 0
YPL277C 20 1360
SAM3 19 579
SAM4 11 159
PBI1 14 383
ATP15 1 0
MDL2 33 1250
KAR9 30 957
PLC1 7 36
ACM1 3 3
DIM1 2 1
DIP5 30 1352
YPL264C 26 555
KEL3 54 2939
FUM1 9 35
YPL261C 24 902
YPL260W 13 136
APM1 22 495
THI21 40 1920
YPL257W 10 219
CLN2 9 265
BBP1 4 3
HFI1 18 296
VIK1 33 1326
YAH1 1 0
YPL251W 0 0
ICY2 3 5
RPL36B 2 1
YPL250W-A 1 0
GYP5 32 951
GAL4 19 438
YPL247C 40 2085
RBD2 8 228
YPL245W 27 1244
HUT1 13 780
SRP68 1 0
IQG1 11 28
CIN2 28 559
HSP82 42 1789
YAR1 10 62
YPL238C 0 0
SUI3 0 0
ENV7 10 158
RVB2 5 5
VMA11 1 0
NSL1 3 148
SSO1 19 782
FAS2 10 11
USV1 21 432
YPL229W 12 290
CET1 3 3
ALG5 8 28
NEW1 36 489
YPL225W 6 41
MMT2 24 1413
GRE1 18 427
FMP40 38 1420
YPL222C-A 6 25
FLC1 37 1783
RPL1A 3 32
PCL8 34 1696
SAR1 3 2
BMS1 13 286
YPL216W 35 924
CBP3 5 14
THI6 27 818
LEA1 13 453
PUS1 31 830
NIP7 3 3
SRP72 5 18
IPL1 1 0
RKM1 22 813
TYW1 21 618
PGC1 18 1133
YPL205C 15 531
HRR25 8 63
TPK2 23 568
AFT2 18 436
YIG1 22 499
CSM4 6 49
YPL199C 11 425
RPL7B 14 323
YPL197C 3 55
OXR1 13 194
APL5 10 37
DDC1 21 1973
RSA1 11 193
PRM3 5 20
YPL191C 16 350
NAB3 4 5
COA2 4 7
GUP2 47 2368
POS5 3 32
MF(ALPHA)1 8 61
UIP4 15 497
YPL185W 17 630
MRN1 20 590
RTC6 3 15
RTT10 61 1666
YPL182C 9 112
CTI6 15 250
TCO89 37 1290
PPQ1 15 272
CBC2 11 133
CUP9 13 907
TRE1 60 3381
SPT14 13 123
NIP100 3 15
MRPL40 3 2
COX10 8 151
OYE3 53 2425
DAP1 15 342
MEX67 5 5
YPL168W 19 204
REV3 28 1031
ATG29 4 93
SET6 14 631
MLH3 22 817
SVS1 8 27
YPL162C 12 310
BEM4 21 291
CDC60 7 7
PET20 16 278
AIM44 17 474
TGS1 42 1773
PRM4 21 984
KIP2 36 1478
PEP4 23 425
RAD53 25 814
YPL152W-A 3 10
RRD2 2 2
PRP46 9 114
YPL150W 18 293
ATG5 9 196
PPT2 3 78
PXA1 25 488
NOP53 3 79
KES1 5 10
POC4 7 88
RPL33A 1 0
YPL142C 0 0
FRK1 21 767
MKK2 16 303
UME1 10 17
SPP1 13 328
GIP3 52 1811
YPL136W 10 78
ISU1 11 118
YPL135C-A 4 79
ODC1 31 675
RDS2 20 272
COX11 3 5
RPL5 1 0
SPO19 6 12
TAF14 0 0
TBF1 3 5
HHO1 16 527
NAN1 2 2
KAP120 26 847
SPC29 3 21
RNY1 16 455
TFB2 2 1
MEI5 7 42
VPS30 10 150
YPL119C-A 1 0
DBP1 29 943
MRP51 4 14
IDI1 2 1
HOS3 24 1034
BEM3 24 513
YPL114W 9 107
YPL113C 17 352
PEX25 14 254
CAR1 83 4190
GDE1 44 2060
YPL109C 29 652
YPL108W 4 8
YPL107W 16 429
SSE1 20 216
SYH1 34 858
MSD1 8 36
FMP30 15 213
YPL102C 17 572
ELP4 14 305
ATG21 19 127
INA17 6 109
MGR2 3 27
MSY1 11 82
ERI1 2 1
PNG1 33 1013
EEB1 29 935
SEC62 11 149
NOG1 4 29
SSU1 33 1365
GLR1 22 270
RPS6A 5 21
RLM1 20 518
YPL088W 35 2122
YDC1 31 971
ELP3 14 107
SEC16 12 389
BRO1 6 17
SEN54 2 1
MOT1 11 16
RPS9A 18 194
YPL080C 34 717
RPL21B 10 140
ATP4 4 66
YPL077C 9 121
GPI2 5 131
GCR1 28 571
YTA6 29 1066
YPL073C 9 681
UBP16 19 886
YPL071C 9 134
MUK1 13 551
BTS1 19 348
YPL068C 21 421
YPL067C 56 2530
RGL1 34 1177
VPS28 3 36
CWC27 11 109
TIM50 6 38
YPL062W 70 2912
ALD6 31 1008
MFM1 8 54
GRX5 6 31
PDR12 65 2558
SUR1 19 376
LCL1 40 1253
LGE1 6 26
LEE1 27 1143
KTR6 43 1374
OAZ1 12 208
ARL3 10 304
MNN9 1 0
DIG1 58 2009
CAM1 25 671
SGF11 9 202
ELC1 11 116
VPS16 14 432
YPL044C 6 5
NOP4 18 229
SSN3 70 4300
YPL041C 16 660
ISM1 29 459
YPL039W 23 584
YPL038W-A 7 417
MET31 16 727
EGD1 87 19136
PMA2 81 3868
YPL035C 11 656
YPL034W 15 677
SRL4 10 282
SVL3 49 1486
PHO85 6 70
TRM44 32 1070
SUV3 26 519
ERG10 3 2
SMA1 36 516
SKS1 19 785
YPL025C 36 921
RMI1 11 71
MET12 20 296
RAD1 67 1714
ECM23 7 52
ULP1 11 89
VTC3 57 2997
CTF19 25 370
IRC15 93 5463
SWI1 10 112
HST2 84 3201
YPL014W 81 4560
MRPS16 9 155
RRP12 8 16
TAF3 18 434
RET3 1 0
RQC2 40 1095
CHL1 63 1935
TFC8 10 112
NCR1 148 7823
AEP3 37 525
LSP1 52 1793
ULA1 93 3036
SNF8 11 144
HAT1 38 1804
CIT3 110 6287
PDH1 107 6276
YPR002C-A 14 176
YPR003C 127 4288
AIM45 40 1139
HAL1 33 1456
ICL2 130 8167
REC8 89 4128
HAA1 96 4644
SUT2 27 923
RPA135 8 8
YPR010C-A 10 343
YPR011C 67 2004
YPR012W 17 873
CMR3 31 984
YPR014C 24 562
YPR015C 50 1468
TIF6 1 0
YPR016W-A 15 261
DSS4 10 275
RLF2 40 1363
MCM4 12 497
ATP20 13 473
AGC1 35 1992
YPR022C 55 1898
EAF3 37 1468
YME1 53 2079
CCL1 1 0
ATH1 60 1902
YPR027C 13 208
YOP1 18 565
APL4 41 777
CSR2 59 2492
NTO1 44 1111
SRO7 39 828
HTS1 4 5
ARP7 6 57
GLN1 8 13
VMA13 20 432
SPO24 7 88
ERV2 41 1428
IRC16 33 829
YPR039W 25 771
TIP41 21 289
TIF5 4 22
PUF2 33 850
RPL43A 3 4
OPI11 1 0
THP3 22 639
MCM16 13 116
MSF1 5 22
TAH18 7 20
ATG11 47 1588
YPR050C 10 482
MAK3 18 740
NHP6A 11 162
YPR053C 31 730
SMK1 18 323
SEC8 25 893
TFB4 2 1
BRR1 27 1147
YMC1 18 121
YPR059C 7 50
ARO7 5 63
JID1 21 295
FCY1 14 777
YPR063C 12 443
YPR064W 41 1295
ROX1 10 228
UBA3 42 2081
ISA2 3 18
HOS1 29 650
SPE3 13 298
MED1 29 1378
YPR071W 13 277
NOT5 7 32
LTP1 11 278
TKL1 31 1142
YPR074W-A 22 368
OPY2 6 105
YPR076W 2 11
YPR077C 30 637
YPR078C 44 1532
MRL1 21 1671
TEF1 5 95
GRS2 51 2188
DIB1 1 0
MDM36 21 754
YPR084W 23 363
ASA1 4 10
SUA7 2 1
VPS69 12 454
SRP54 10 447
YPR089W 23 1020
NVJ2 24 783
YPR092W 21 699
ASR1 13 179
RDS3 0 0
SYT1 43 1702
YPR096C 18 312
YPR097W 64 3028
YPR098C 13 453
YPR099C 3 2
MRPL51 2 1
SNT309 12 210
RPL11A 1 0
PRE2 4 58
FHL1 22 563
COG4 6 19
ISR1 6 6
YTH1 8 123
RPN7 1 0
YPR108W-A 16 564
YPR109W 16 419
RPC40 2 1
DBF20 23 639
MRD1 7 90
PIS1 1 0
YPR114W 14 246
RGC1 25 867
RRG8 16 324
YPR117W 76 2554
MRI1 11 234
CLB2 3 2
CLB5 26 411
THI22 15 623
AXL1 71 2654
YPR123C 2 1
CTR1 19 433
YLH47 19 506
YPR126C 4 14
YPR127W 19 444
ANT1 40 1461
SCD6 13 124
YPR130C 3 22
NAT3 4 3
RPS23B 5 28
SPN1 2 32
TOM5 0 0
MSS18 10 80
CTF4 30 351
YPR136C 0 0
RRP9 2 1
MEP3 38 1858
LOA1 5 40
TAZ1 18 922
KAR3 5 5
YPR142C 19 1302
RRP15 5 69
NOC4 5 64
ASN1 33 1503
YPR145C-A 8 391
YPR146C 17 335
YPR147C 20 962
YPR148C 15 326
NCE102 15 254
YPR150W 32 1136
SUE1 36 1066
URN1 57 1119
YPR153W 13 141
PIN3 9 40
NCA2 14 291
TPO3 26 791
TDA6 13 211
CUR1 24 1626
KRE6 9 67
YPR159C-A 3 24
GPH1 48 2660
YPR160W-A 1 0
YPR160C-A 3 31
SGV1 13 187
ORC4 2 1
TIF3 5 4
MMS1 22 326
RHO1 0 0
MRP2 4 36
MET16 8 206
NUT2 8 466
JIP5 9 202
YPR170C 23 1212
YPR169W-A 5 10
YPR170W-B 9 53
YPR170W-A 5 20
BSP1 24 554
YPR172W 17 579
VPS4 1 0
YPR174C 8 53
DPB2 4 3
BET2 1 0
YPR177C 4 34
PRP4 10 41
HDA3 28 680
AOS1 0 0
SEC23 4 3
SMX3 1 0
DPM1 0 0
GDB1 61 1702
ATG13 33 1370
PZF1 2 39
RPO26 1 0
MLC2 10 167
SKI3 22 262
RPC82 5 4
QCR2 4 17
AQY1 27 1246
HPA2 4 40
OPT2 33 1152
YPR195C 40 556
YPR196W 18 874
YPR197C 26 1145
SGE1 29 1509
ARR1 30 1003
ARR2 8 154
ARR3 20 567
YPR202W 11 200
YPR203W 0 0
YPR204W 15 26
YPR204C-A 2 1
Q0010 0 0
Q0017 0 0
Q0032 0 0
AI1 0 0
AI2 0 0
AI3 0 0
AI4 0 0
AI5_ALPHA 0 0
COX1 0 0
AI5_BETA 0 0
ATP8 0 0
ATP6 0 0
Q0092 0 0
BI2 0 0
BI3 0 0
BI4 0 0
COB 0 0
OLI1 0 0
VAR1 0 0
Q0142 0 0
Q0143 0 0
Q0144 0 0
SCEI 0 0
Q0182 0 0
COX2 0 0
Q0255 0 0
COX3 0 0
Q0297 0 0
