gene_name number_of_transposon_per_gene number_of_read_per_gene
LCB4 21 299
YRM1 42 1272
DCS2 23 668
MED4 5 112
ALE1 29 759
HEM15 10 103
MPC54 20 769
GAC1 37 909
SYC1 9 55
DCI1 5 58
LAS17 13 237
RPS30B 4 72
FYV12 53 1718
SER1 5 4
GSP2 14 117
YOR186W 26 1122
YOR186C-A 23 1028
TUF1 8 100
MSB1 48 1094
IES4 2 1
SPR1 22 265
ULS1 47 1082
THI72 35 818
YOR192C-C 2 1
PEX27 18 282
TOA1 1 0
SLK19 34 1106
LIP5 9 166
MCA1 14 519
BFR1 8 99
YOR199W 29 631
YOR200W 9 99
MRM1 9 23
HIS3 18 206
YOR203W 27 458
DED1 4 3
GEP3 18 204
NOC2 12 139
RET1 5 4
PTP2 7 55
NPT1 18 328
RPB10 1 0
MGM1 15 21
STE4 26 617
SAS5 8 166
SPR2 15 452
AIM41 10 192
RUD3 11 108
RFC1 28 384
YOR218C 9 39
STE13 27 468
RCN2 9 38
MCT1 16 711
ODC2 35 1000
DSC3 14 255
RPB8 3 2
YOR225W 28 737
ISU2 22 702
HER1 43 933
MCP1 15 313
WTM2 61 1170
WTM1 32 855
MKK1 18 492
YOR231C-A 0 0
MGE1 1 0
KIN4 16 453
RPL33B 13 335
IRC13 12 129
DFR1 5 6
HES1 17 390
YOR238W 14 498
ABP140 26 1050
MET7 16 63
SSP2 22 722
PUS7 28 507
ESA1 3 3
DGA1 10 63
ENV9 9 56
SRL1 10 104
YOR248W 8 96
APC5 3 15
CLP1 3 2
TUM1 4 22
TMA16 13 403
NAT5 12 369
SEC63 5 7
OSW1 17 521
TRE2 2 1
CDC31 0 0
HNT3 18 129
RPT4 1 0
GCD1 5 5
RPN8 6 37
GPN2 3 3
YOR263C 5 76
DSE3 24 588
RBL2 1 0
PNT1 26 299
HRK1 34 754
YOR268C 44 1454
PAC1 9 16
VPH1 14 105
FSF1 14 278
YTM1 4 5
TPO4 28 381
MOD5 51 1675
RIM20 17 478
CAF20 9 644
YOR277C 3 43
HEM4 6 39
RFM1 14 189
FSH3 7 84
PLP2 8 108
YOR282W 16 669
YOR283W 10 162
HUA2 11 155
RDL1 9 276
RDL2 12 125
RRP36 0 0
MPD1 13 301
YOR289W 30 685
SNF2 16 87
YPK9 43 615
YOR292C 23 730
RPS10A 6 16
YOR293C-A 3 5
RRS1 2 6
UAF30 24 441
YOR296W 30 586
TIM18 12 413
MUM3 59 2368
MBF1 17 370
BUD7 39 1449
YOR300W 26 1317
RAX1 62 2400
YOR302W 0 0
CPA1 13 229
ISW2 31 470
BIL1 4 33
RRG7 9 71
MCH5 27 654
SLY41 31 583
SNU66 25 1054
YOR309C 5 5
NOP58 3 3
DGK1 8 59
RPL20B 8 10
SPS4 17 436
YOR314W 22 360
YOR314W-A 1 0
SFG1 22 635
COT1 28 845
YOR316C-A 30 733
FAA1 48 1896
YOR318C 31 1098
HSH49 1 0
GNT1 12 114
PMT3 53 1353
LDB19 25 457
PRO2 4 3
FRT1 21 173
YOR325W 13 212
MYO2 19 269
SNC2 14 332
PDR10 114 3455
SCD5 10 24
YOR329W-A 6 29
MIP1 22 300
YOR331C 12 282
VMA4 1 0
YOR333C 6 56
MRS2 8 125
ALA1 7 6
YOR335W-A 0 0
KRE5 10 119
TEA1 34 811
YOR338W 35 1272
UBC11 11 81
RPA43 3 8
RPA190 7 9
YOR342C 17 294
YOR343C 40 1530
TYE7 18 988
YOR345C 3 41
REV1 45 1557
PYK2 30 736
PUT4 205 7064
CIN1 58 1976
MNE1 23 464
MEK1 17 207
TFB6 8 214
SOG2 33 765
MSC6 26 687
GDS1 19 481
CIR2 25 346
SNX3 16 630
HAP5 27 598
VTS1 29 616
PDE2 7 118
PRT1 18 633
PRE10 1 0
PIP2 54 1879
YOR364W 28 759
YOR365C 59 1900
YOR366W 4 99
SCP1 9 200
RAD17 22 502
RPS12 1 0
MRS6 4 7
GPB1 30 360
NDD1 3 81
NUD1 9 35
ALD4 39 851
GDH1 37 747
YOR376W 27 413
YOR376W-A 0 0
ATF1 16 499
AMF1 42 1343
YOR379C 27 932
RDR1 22 617
FRE3 24 202
YOR381W-A 15 220
FIT2 11 31
FIT3 6 50
FRE5 17 242
YOR385W 8 27
PHR1 23 881
YOR387C 15 98
FDH1 3 57
YOR389W 31 938
FEX1 3 2
HSP33 6 74
YOR392W 18 229
ERR1 4 3
PAU21 1 0
YOR394C-A 8 42
YRF1-8 29 62
YOR396C-A 3 2
YRF1-7 25 41
YPL283W-B 3 2
YPL283W-A 2 1
PAU22 0 0
ERR2 6 5
HSP32 1 0
FEX2 8 113
YPL278C 2 5
YPL277C 18 536
SAM3 40 901
SAM4 12 254
PBI1 18 340
ATP15 1 0
MDL2 38 1271
KAR9 30 504
PLC1 9 11
ACM1 10 116
DIM1 3 2
DIP5 43 1148
YPL264C 29 725
KEL3 62 1322
FUM1 12 89
YPL261C 29 769
YPL260W 22 457
APM1 29 931
THI21 38 1951
YPL257W 13 422
CLN2 12 244
BBP1 4 3
HFI1 7 174
VIK1 35 1396
YAH1 5 9
YPL251W 1 0
ICY2 3 11
RPL36B 5 6
YPL250W-A 5 6
GYP5 38 929
GAL4 41 769
YPL247C 40 1079
RBD2 23 381
YPL245W 39 1566
HUT1 31 1311
SRP68 3 9
IQG1 9 12
CIN2 31 623
HSP82 57 1929
YAR1 12 134
YPL238C 0 0
SUI3 2 1
ENV7 13 375
RVB2 8 32
VMA11 3 2
NSL1 7 159
SSO1 28 581
FAS2 8 7
USV1 22 535
YPL229W 8 184
CET1 3 10
ALG5 4 9
NEW1 44 410
YPL225W 4 10
MMT2 33 1012
GRE1 27 566
FMP40 42 1001
YPL222C-A 8 53
FLC1 48 1485
RPL1A 5 43
PCL8 30 770
SAR1 4 3
BMS1 11 29
YPL216W 42 815
CBP3 3 21
THI6 28 826
LEA1 6 31
PUS1 29 833
NIP7 2 1
SRP72 5 11
IPL1 6 22
RKM1 24 761
TYW1 31 1079
PGC1 12 222
YPL205C 22 403
HRR25 12 112
TPK2 15 411
AFT2 28 620
YIG1 14 154
CSM4 8 69
YPL199C 10 114
RPL7B 17 351
YPL197C 2 40
OXR1 14 294
APL5 14 399
DDC1 29 892
RSA1 16 134
PRM3 6 46
YPL191C 13 175
NAB3 4 3
COA2 3 6
GUP2 33 1194
POS5 0 0
MF(ALPHA)1 16 93
UIP4 12 313
YPL185W 26 1215
MRN1 36 449
RTC6 3 8
RTT10 47 907
YPL182C 9 52
CTI6 11 35
TCO89 40 887
PPQ1 27 900
CBC2 11 167
CUP9 40 2104
TRE1 79 2342
SPT14 3 2
NIP100 10 99
MRPL40 6 20
COX10 11 102
OYE3 51 1288
DAP1 23 370
MEX67 4 7
YPL168W 21 563
REV3 48 987
ATG29 9 125
SET6 7 54
MLH3 22 529
SVS1 11 35
YPL162C 15 166
BEM4 18 329
CDC60 8 10
PET20 16 486
AIM44 31 542
TGS1 41 1373
PRM4 22 516
KIP2 38 1015
PEP4 27 985
RAD53 22 263
YPL152W-A 2 1
RRD2 7 15
PRP46 13 157
YPL150W 23 198
ATG5 8 100
PPT2 5 27
PXA1 34 585
NOP53 3 2
KES1 6 25
POC4 3 4
RPL33A 2 1
YPL142C 0 0
FRK1 46 1802
MKK2 30 1025
UME1 17 402
SPP1 13 106
GIP3 58 1352
YPL136W 6 18
ISU1 5 40
YPL135C-A 0 0
ODC1 24 522
RDS2 19 472
COX11 5 4
RPL5 0 0
SPO19 13 254
TAF14 1 0
TBF1 1 0
HHO1 13 138
NAN1 2 1
KAP120 31 787
SPC29 6 18
RNY1 30 435
TFB2 11 139
MEI5 14 193
VPS30 12 168
YPL119C-A 1 0
DBP1 26 493
MRP51 5 22
IDI1 4 3
HOS3 23 557
BEM3 19 354
YPL114W 13 277
YPL113C 27 654
PEX25 21 326
CAR1 93 3434
GDE1 55 1322
YPL109C 40 1017
YPL108W 17 371
YPL107W 26 949
SSE1 29 525
SYH1 47 802
MSD1 7 86
FMP30 39 1018
YPL102C 16 840
ELP4 13 322
ATG21 16 91
INA17 8 203
MGR2 6 46
MSY1 8 61
ERI1 1 0
PNG1 27 1061
EEB1 30 628
SEC62 7 42
NOG1 5 19
SSU1 37 817
GLR1 30 387
RPS6A 3 8
RLM1 33 2020
YPL088W 36 890
YDC1 20 676
ELP3 12 184
SEC16 13 375
BRO1 12 111
SEN54 5 5
MOT1 7 7
RPS9A 31 581
YPL080C 39 1231
RPL21B 13 216
ATP4 4 37
YPL077C 18 652
GPI2 7 10
GCR1 19 255
YTA6 34 871
YPL073C 13 579
UBP16 26 765
YPL071C 19 692
MUK1 25 887
BTS1 30 934
YPL068C 26 576
YPL067C 54 1590
RGL1 45 871
VPS28 6 17
CWC27 22 1476
TIM50 7 49
YPL062W 84 3326
ALD6 37 858
MFM1 16 99
GRX5 1 0
PDR12 98 3272
SUR1 17 216
LCL1 40 689
LGE1 5 162
LEE1 37 1169
KTR6 51 1700
OAZ1 17 619
ARL3 12 160
MNN9 0 0
DIG1 67 1533
CAM1 28 847
SGF11 4 37
ELC1 15 444
VPS16 26 432
YPL044C 6 148
NOP4 14 333
SSN3 73 2716
YPL041C 25 1102
ISM1 28 352
YPL039W 21 567
YPL038W-A 9 299
MET31 20 647
EGD1 83 16118
PMA2 114 3372
YPL035C 11 117
YPL034W 14 370
SRL4 29 639
SVL3 38 792
PHO85 15 400
TRM44 51 1379
SUV3 36 538
ERG10 4 3
SMA1 42 901
SKS1 23 447
YPL025C 72 1914
RMI1 9 100
MET12 44 745
RAD1 74 2080
ECM23 23 608
ULP1 17 145
VTC3 63 1505
CTF19 43 727
IRC15 128 4877
SWI1 14 62
HST2 143 5570
YPL014W 108 4004
MRPS16 10 164
RRP12 6 7
TAF3 30 917
RET3 1 0
RQC2 67 2224
CHL1 76 1968
TFC8 10 64
NCR1 205 10582
AEP3 35 390
LSP1 59 1470
ULA1 123 4213
SNF8 14 219
HAT1 56 1002
CIT3 148 6575
PDH1 129 4555
YPR002C-A 12 53
YPR003C 151 3416
AIM45 57 1157
HAL1 50 1307
ICL2 165 6501
REC8 107 2906
HAA1 112 4733
SUT2 36 616
RPA135 9 9
YPR010C-A 14 504
YPR011C 76 2717
YPR012W 21 596
CMR3 31 1311
YPR014C 19 298
YPR015C 56 1403
TIF6 1 0
YPR016W-A 28 513
DSS4 17 403
RLF2 48 704
MCM4 6 64
ATP20 13 208
AGC1 51 1319
YPR022C 78 2632
EAF3 41 1438
YME1 41 750
CCL1 6 22
ATH1 87 2437
YPR027C 13 238
YOP1 22 506
APL4 36 455
CSR2 68 2344
NTO1 38 636
SRO7 44 761
HTS1 4 4
ARP7 4 11
GLN1 8 7
VMA13 12 449
SPO24 4 40
ERV2 52 1426
IRC16 32 1182
YPR039W 31 1396
TIP41 23 348
TIF5 4 3
PUF2 46 639
RPL43A 6 18
OPI11 6 18
THP3 26 768
MCM16 13 368
MSF1 13 106
TAH18 7 14
ATG11 56 1518
YPR050C 28 818
MAK3 48 1636
NHP6A 9 266
YPR053C 48 1378
SMK1 34 1281
SEC8 33 651
TFB4 3 2
BRR1 30 1029
YMC1 19 409
YPR059C 8 43
ARO7 8 84
JID1 13 443
FCY1 21 677
YPR063C 15 377
YPR064W 50 1251
ROX1 16 258
UBA3 44 2172
ISA2 2 1
HOS1 59 2298
SPE3 16 99
MED1 24 1345
YPR071W 12 145
NOT5 8 116
LTP1 23 333
TKL1 28 398
YPR074W-A 30 714
OPY2 18 252
YPR076W 7 23
YPR077C 36 814
YPR078C 60 1429
MRL1 34 1209
TEF1 5 6
GRS2 64 2094
DIB1 2 1
MDM36 32 844
YPR084W 31 767
ASA1 0 0
SUA7 1 0
VPS69 9 112
SRP54 9 110
YPR089W 45 1530
NVJ2 24 408
YPR092W 34 1181
ASR1 30 1006
RDS3 3 3
SYT1 50 1411
YPR096C 21 289
YPR097W 72 2389
YPR098C 21 440
YPR099C 4 61
MRPL51 2 1
SNT309 10 120
RPL11A 5 33
PRE2 4 15
FHL1 22 400
COG4 8 18
ISR1 12 50
YTH1 7 9
RPN7 1 0
YPR108W-A 18 356
YPR109W 25 808
RPC40 3 3
DBF20 32 694
MRD1 14 169
PIS1 7 44
YPR114W 17 364
RGC1 40 1332
RRG8 20 288
YPR117W 86 1938
MRI1 14 339
CLB2 9 144
CLB5 30 605
THI22 18 496
AXL1 73 2046
YPR123C 6 40
CTR1 27 545
YLH47 34 1104
YPR126C 7 156
YPR127W 26 592
ANT1 26 811
SCD6 15 130
YPR130C 12 110
NAT3 5 23
RPS23B 6 14
SPN1 4 14
TOM5 0 0
MSS18 5 36
CTF4 29 235
YPR136C 0 0
RRP9 0 0
MEP3 32 1218
LOA1 13 104
TAZ1 26 637
KAR3 12 85
YPR142C 34 989
RRP15 9 131
NOC4 7 111
ASN1 57 2446
YPR145C-A 17 645
YPR146C 31 1308
YPR147C 29 1033
YPR148C 28 577
NCE102 11 286
YPR150W 40 1117
SUE1 48 1832
URN1 64 1242
YPR153W 17 277
PIN3 5 22
NCA2 20 362
TPO3 24 381
TDA6 43 994
CUR1 36 1700
KRE6 14 49
YPR159C-A 6 45
GPH1 68 1917
YPR160W-A 3 27
YPR160C-A 8 67
SGV1 23 391
ORC4 2 1
TIF3 4 3
MMS1 28 374
RHO1 0 0
MRP2 1 0
MET16 18 382
NUT2 7 360
JIP5 7 71
YPR170C 31 1213
YPR169W-A 2 39
YPR170W-B 9 275
YPR170W-A 8 236
BSP1 47 840
YPR172W 25 719
VPS4 1 0
YPR174C 12 96
DPB2 6 7
BET2 0 0
YPR177C 8 229
PRP4 16 179
HDA3 29 595
AOS1 1 0
SEC23 4 5
SMX3 0 0
DPM1 2 1
GDB1 62 1798
ATG13 25 924
PZF1 5 22
RPO26 2 1
MLC2 6 223
SKI3 30 412
RPC82 9 21
QCR2 9 37
AQY1 46 1551
HPA2 21 470
OPT2 40 1283
YPR195C 39 851
YPR196W 19 654
YPR197C 16 541
SGE1 21 958
ARR1 27 1094
ARR2 11 279
ARR3 26 557
YPR202W 13 108
YPR203W 2 1
YPR204W 21 43
YPR204C-A 5 6
Q0010 0 0
Q0017 0 0
Q0032 0 0
AI1 0 0
AI2 0 0
AI3 0 0
AI4 0 0
AI5_ALPHA 0 0
COX1 0 0
AI5_BETA 0 0
ATP8 0 0
ATP6 0 0
Q0092 0 0
BI2 0 0
BI3 0 0
BI4 0 0
COB 0 0
OLI1 0 0
VAR1 0 0
Q0142 0 0
Q0143 0 0
Q0144 0 0
SCEI 0 0
Q0182 0 0
COX2 0 0
Q0255 0 0
COX3 0 0
Q0297 0 0
